Station Code,Station Name,Latitude,Longitude,Data Center(s)
R3494,Raspberry Shake Citizen Science Station,40.0721,-82.5253,RASPISHAKE
R349C,Raspberry Shake Citizen Science Station,33.57,-101.92,RASPISHAKE
R34A9,Raspberry Shake Citizen Science Station,18.4599,-66.3447,RASPISHAKE
R34C4,Raspberry Shake Citizen Science Station,47.6012,7.3422,RASPISHAKE
R34E4,Raspberry Shake Citizen Science Station,35.2065,-97.4729,RASPISHAKE
R34E6,Raspberry Shake Citizen Science Station,50.5123,4.2154,RASPISHAKE
R34FA,Raspberry Shake Citizen Science Station,49.6236,6.136,RASPISHAKE
R350D,Raspberry Shake Citizen Science Station,40.7761,-111.8424,RASPISHAKE
R351B,Raspberry Shake Citizen Science Station,23.3534,120.5257,RASPISHAKE
R351D,Raspberry Shake Citizen Science Station,-41.3182,173.0676,RASPISHAKE
R352D,Raspberry Shake Citizen Science Station,61.5843,-149.4327,RASPISHAKE
R3542,Raspberry Shake Citizen Science Station,44.0543,-79.498,RASPISHAKE
R3557,Raspberry Shake Citizen Science Station,46.996,-120.5489,RASPISHAKE
R355F,Raspberry Shake Citizen Science Station,54.5853,-5.9392,RASPISHAKE
R3562,Raspberry Shake Citizen Science Station,-42.8507,147.4209,RASPISHAKE
R3566,Raspberry Shake Citizen Science Station,37.0375,27.4211,RASPISHAKE
R3569,Raspberry Shake Citizen Science Station,31.9801,-102.1316,RASPISHAKE
R3587,Raspberry Shake Citizen Science Station,19.3148,-99.1746,RASPISHAKE
R359E,Raspberry Shake Citizen Science Station,33.2787,-82.2918,RASPISHAKE
R35A1,Raspberry Shake Citizen Science Station,34.1514,-118.4206,RASPISHAKE
R35B6,Raspberry Shake Citizen Science Station,62.3,25.6971,RASPISHAKE
R35BB,Raspberry Shake Citizen Science Station,51.9742,5.6586,RASPISHAKE
R35C7,Raspberry Shake Citizen Science Station,34.1067,-117.7239,RASPISHAKE
R35E7,Raspberry Shake Citizen Science Station,44.4879,-90.943,RASPISHAKE
R35EF,Raspberry Shake Citizen Science Station,45.599,-121.1395,RASPISHAKE
R3605,Raspberry Shake Citizen Science Station,50.8321,4.4153,RASPISHAKE
R3609,Raspberry Shake Citizen Science Station,32.8628,-117.2257,RASPISHAKE
R3635,Raspberry Shake Citizen Science Station,43.643,-79.4054,RASPISHAKE
R363A,Raspberry Shake Citizen Science Station,46.6193,-116.6445,RASPISHAKE
R363F,Raspberry Shake Citizen Science Station,38.9223,-77.6633,RASPISHAKE
R367E,Raspberry Shake Citizen Science Station,42.637,-71.4909,RASPISHAKE
R368D,Raspberry Shake Citizen Science Station,52.3875,13.0689,RASPISHAKE
R36A4,Raspberry Shake Citizen Science Station,40.3325,-74.6572,RASPISHAKE
R36AC,Raspberry Shake Citizen Science Station,8.7949,-82.692,RASPISHAKE
R36B8,Raspberry Shake Citizen Science Station,37.8879,-122.2681,RASPISHAKE
R36C6,Raspberry Shake Citizen Science Station,44.424,26.0358,RASPISHAKE
R36D9,Raspberry Shake Citizen Science Station,41.8317,12.8911,RASPISHAKE
R36E7,Raspberry Shake Citizen Science Station,48.7374,2.7132,RASPISHAKE
R3732,Raspberry Shake Citizen Science Station,48.2261,7.5225,RASPISHAKE
R3740,Raspberry Shake Citizen Science Station,48.1828,11.576,RASPISHAKE
R374C,Raspberry Shake Citizen Science Station,52.6678,-1.097,RASPISHAKE
R3756,Raspberry Shake Citizen Science Station,-33.8287,151.1213,RASPISHAKE
R3769,Raspberry Shake Citizen Science Station,44.7366,-110.484,RASPISHAKE
R376A,Raspberry Shake Citizen Science Station,33.5797,-101.9123,RASPISHAKE
R3774,Raspberry Shake Citizen Science Station,47.6928,7.4949,RASPISHAKE
R377A,Raspberry Shake Citizen Science Station,47.9041,1.8942,RASPISHAKE
R3786,Raspberry Shake Citizen Science Station,39.2084,-76.6623,RASPISHAKE
R3798,Raspberry Shake Citizen Science Station,53.8341,-1.8023,RASPISHAKE
R379E,Raspberry Shake Citizen Science Station,53.3413,-6.2497,RASPISHAKE
R37A5,Raspberry Shake Citizen Science Station,48.4245,-123.3177,RASPISHAKE
R37AA,Raspberry Shake Citizen Science Station,38.3821,-121.4203,RASPISHAKE
R37AF,Raspberry Shake Citizen Science Station,40.809,43.8462,RASPISHAKE
R37BE,Raspberry Shake Citizen Science Station,28.5138,-80.6428,RASPISHAKE
R37C7,Raspberry Shake Citizen Science Station,23.0926,-109.7037,RASPISHAKE
R37E2,Raspberry Shake Citizen Science Station,41.0084,-91.1557,RASPISHAKE
R3801,Raspberry Shake Citizen Science Station,43.5448,1.4727,RASPISHAKE
R3812,Raspberry Shake Citizen Science Station,60.5536,24.9637,RASPISHAKE
R381B,Raspberry Shake Citizen Science Station,48.7997,9.5997,RASPISHAKE
R382B,Raspberry Shake Citizen Science Station,47.7456,-122.3592,RASPISHAKE
R383E,Raspberry Shake Citizen Science Station,36.1745,-80.0125,RASPISHAKE
R384C,Raspberry Shake Citizen Science Station,6.1788,-75.5796,RASPISHAKE
R3859,Raspberry Shake Citizen Science Station,53.6908,-6.3925,RASPISHAKE
R3868,Raspberry Shake Citizen Science Station,38.5186,-100.9356,RASPISHAKE
R3890,Raspberry Shake Citizen Science Station,37.4178,127.1284,RASPISHAKE
R38CF,Raspberry Shake Citizen Science Station,13.5001,144.7925,RASPISHAKE
R38D9,Raspberry Shake Citizen Science Station,30.563,-90.7742,RASPISHAKE
R38DC,Raspberry Shake Citizen Science Station,35.1426,138.9331,RASPISHAKE
R3900,Raspberry Shake Citizen Science Station,48.1172,16.3048,RASPISHAKE
R3913,Raspberry Shake Citizen Science Station,29.5843,-98.4261,RASPISHAKE
R3930,Raspberry Shake Citizen Science Station,36.9405,127.0585,RASPISHAKE
R3945,Raspberry Shake Citizen Science Station,56.2618,12.8724,RASPISHAKE
R3948,Raspberry Shake Citizen Science Station,40.5484,-3.6911,RASPISHAKE
R3950,Raspberry Shake Citizen Science Station,-43.5582,172.5981,RASPISHAKE
R3962,Raspberry Shake Citizen Science Station,42.3279,-71.148,RASPISHAKE
R3967,Raspberry Shake Citizen Science Station,-41.5461,173.8866,RASPISHAKE
R398D,Raspberry Shake Citizen Science Station,35.3217,139.1066,RASPISHAKE
R3993,Raspberry Shake Citizen Science Station,59.4722,18.3106,RASPISHAKE
R3996,Raspberry Shake Citizen Science Station,49.3484,8.6568,RASPISHAKE
R39A8,Raspberry Shake Citizen Science Station,32.8795,-117.2348,RASPISHAKE
R39DB,Raspberry Shake Citizen Science Station,33.6185,-111.9478,RASPISHAKE
R39E4,Raspberry Shake Citizen Science Station,41.1066,69.0345,RASPISHAKE
R39EA,Raspberry Shake Citizen Science Station,39.5337,-119.8925,RASPISHAKE
R3A2F,Raspberry Shake Citizen Science Station,-15.7656,-47.8728,RASPISHAKE
R3A31,Raspberry Shake Citizen Science Station,35.935,-78.6101,RASPISHAKE
R3A48,Raspberry Shake Citizen Science Station,41.583,-111.8396,RASPISHAKE
R3A6D,Raspberry Shake Citizen Science Station,43.3647,-0.3699,RASPISHAKE
R3A8A,Raspberry Shake Citizen Science Station,19.8725,-155.6759,RASPISHAKE
R3A99,Raspberry Shake Citizen Science Station,8.4519,-82.8349,RASPISHAKE
R3AA7,Raspberry Shake Citizen Science Station,36.1356,-95.9812,RASPISHAKE
R3AC4,Raspberry Shake Citizen Science Station,36.2017,49.2188,RASPISHAKE
R3AD7,Raspberry Shake Citizen Science Station,44.7905,6.8792,RASPISHAKE
R3AE1,Raspberry Shake Citizen Science Station,36.9406,127.0585,RASPISHAKE
R3AFA,Raspberry Shake Citizen Science Station,-41.2477,174.7921,RASPISHAKE
R3B01,Raspberry Shake Citizen Science Station,46.948,7.4502,RASPISHAKE
R3B1E,Raspberry Shake Citizen Science Station,46.526,6.579,RASPISHAKE
R3B2D,Raspberry Shake Citizen Science Station,14.6456,121.0689,RASPISHAKE
R3B38,Raspberry Shake Citizen Science Station,50.0887,8.1937,RASPISHAKE
R3B5D,Raspberry Shake Citizen Science Station,-12.789,45.1081,RASPISHAKE
R3B66,Raspberry Shake Citizen Science Station,41.9679,-71.4515,RASPISHAKE
R3B68,Raspberry Shake Citizen Science Station,-33.8409,151.239,RASPISHAKE
R3B86,Raspberry Shake Citizen Science Station,19.4047,-99.1283,RASPISHAKE
R3B91,Raspberry Shake Citizen Science Station,-43.2699,172.3757,RASPISHAKE
R3B9B,Raspberry Shake Citizen Science Station,3.3925,-76.5422,RASPISHAKE
R3BC1,Raspberry Shake Citizen Science Station,-15.5892,-67.1052,RASPISHAKE
R3BC5,Raspberry Shake Citizen Science Station,44.3479,26.0283,RASPISHAKE
R3BCF,Raspberry Shake Citizen Science Station,8.7894,-82.4388,RASPISHAKE
R3BFD,Raspberry Shake Citizen Science Station,40.4901,-86.9244,RASPISHAKE
R3C08,Raspberry Shake Citizen Science Station,29.7968,-95.5721,RASPISHAKE
R3C0B,Raspberry Shake Citizen Science Station,46.51,6.63,RASPISHAKE
R3C11,Raspberry Shake Citizen Science Station,41.5676,2.2459,RASPISHAKE
R3C22,Raspberry Shake Citizen Science Station,-41.2215,175.2902,RASPISHAKE
R3C27,Raspberry Shake Citizen Science Station,-2.9061,-79.0067,RASPISHAKE
R3C2B,Raspberry Shake Citizen Science Station,34.1177,-118.2752,RASPISHAKE
R3C2D,Raspberry Shake Citizen Science Station,35.3071,-80.6515,RASPISHAKE
R3C3F,Raspberry Shake Citizen Science Station,46.51,6.63,RASPISHAKE
R3C61,Raspberry Shake Citizen Science Station,47.9042,1.8942,RASPISHAKE
R3C71,Raspberry Shake Citizen Science Station,37.4315,-122.1109,RASPISHAKE
R3C98,Raspberry Shake Citizen Science Station,52.4027,5.3216,RASPISHAKE
R3CC7,Raspberry Shake Citizen Science Station,39.5337,-119.8924,RASPISHAKE
R3CD4,Raspberry Shake Citizen Science Station,14.6314,-86.2591,RASPISHAKE
R3CDE,Raspberry Shake Citizen Science Station,49.339,-123.1685,RASPISHAKE
R3CE8,Raspberry Shake Citizen Science Station,58.0544,14.3476,RASPISHAKE
R3CED,Raspberry Shake Citizen Science Station,45.394,-75.7151,RASPISHAKE
R3CF1,Raspberry Shake Citizen Science Station,50.5594,36.5645,RASPISHAKE
R3CFC,Raspberry Shake Citizen Science Station,39.534,-119.8748,RASPISHAKE
R3D0C,Raspberry Shake Citizen Science Station,14.5888,120.9814,RASPISHAKE
R3D29,Raspberry Shake Citizen Science Station,47.9326,7.8115,RASPISHAKE
R3D34,Raspberry Shake Citizen Science Station,40.8083,-77.907,RASPISHAKE
R3D3B,Raspberry Shake Citizen Science Station,12.2705,122.0489,RASPISHAKE
R3D56,Raspberry Shake Citizen Science Station,39.0602,-77.2216,RASPISHAKE
R3D81,Raspberry Shake Citizen Science Station,28.0608,-82.4171,RASPISHAKE
R3D96,Raspberry Shake Citizen Science Station,-41.3005,174.7942,RASPISHAKE
R3DC0,Raspberry Shake Citizen Science Station,40.7566,-111.8615,RASPISHAKE
R3DD0,Raspberry Shake Citizen Science Station,41.2933,19.8531,RASPISHAKE
R3DF3,Raspberry Shake Citizen Science Station,35.9602,-96.2505,RASPISHAKE
R3DFD,Raspberry Shake Citizen Science Station,49.9696,8.8365,RASPISHAKE
R3DFE,Raspberry Shake Citizen Science Station,-6.3132,106.6849,RASPISHAKE
R3E0C,Raspberry Shake Citizen Science Station,15.3363,-61.3316,RASPISHAKE
R3E21,Raspberry Shake Citizen Science Station,27.68,85.28,RASPISHAKE
R3E31,Raspberry Shake Citizen Science Station,38.089,-90.4774,RASPISHAKE
R3E59,Raspberry Shake Citizen Science Station,-0.6818,119.7342,RASPISHAKE
R3E6F,Raspberry Shake Citizen Science Station,44.8652,-91.9213,RASPISHAKE
R3E71,Raspberry Shake Citizen Science Station,46.9437,7.3997,RASPISHAKE
R3E8F,Raspberry Shake Citizen Science Station,36.0251,129.3443,RASPISHAKE
R3EA1,Raspberry Shake Citizen Science Station,64.9246,-147.9388,RASPISHAKE
R3EA4,Raspberry Shake Citizen Science Station,-35.4834,138.6785,RASPISHAKE
R3EA6,Raspberry Shake Citizen Science Station,36.9803,-122.0103,RASPISHAKE
R3ED4,Raspberry Shake Citizen Science Station,43.6709,7.0438,RASPISHAKE
R3EDD,Raspberry Shake Citizen Science Station,46.7797,10.1692,RASPISHAKE
R3EE8,Raspberry Shake Citizen Science Station,25.0651,121.5833,RASPISHAKE
R3EEE,Raspberry Shake Citizen Science Station,33.9467,-83.3804,RASPISHAKE
R3F1B,Raspberry Shake Citizen Science Station,64.121,-21.8703,RASPISHAKE
R3F35,Raspberry Shake Citizen Science Station,19.4484,-155.2765,RASPISHAKE
R3F39,Raspberry Shake Citizen Science Station,36.3714,-99.6251,RASPISHAKE
R3F3B,Raspberry Shake Citizen Science Station,47.1688,-113.408,RASPISHAKE
R3F58,Raspberry Shake Citizen Science Station,2.9464,101.5884,RASPISHAKE
R3F68,Raspberry Shake Citizen Science Station,35.3216,139.1067,RASPISHAKE
R3F74,Raspberry Shake Citizen Science Station,50.2267,18.9874,RASPISHAKE
R3F75,Raspberry Shake Citizen Science Station,61.0462,28.1686,RASPISHAKE
R3F7F,Raspberry Shake Citizen Science Station,-7.5582,110.3465,RASPISHAKE
R3F8A,Raspberry Shake Citizen Science Station,8.8916,-82.1923,RASPISHAKE
R3F94,Raspberry Shake Citizen Science Station,20.5478,-100.2752,RASPISHAKE
R3F9B,Raspberry Shake Citizen Science Station,43.259,-79.8607,RASPISHAKE
R3FB8,Raspberry Shake Citizen Science Station,52.9296,-2.5738,RASPISHAKE
R3FBB,Raspberry Shake Citizen Science Station,37.0376,27.421,RASPISHAKE
R3FC0,Raspberry Shake Citizen Science Station,41.3167,69.1728,RASPISHAKE
R3FD8,Raspberry Shake Citizen Science Station,52.2256,-2.7462,RASPISHAKE
R3FD9,Raspberry Shake Citizen Science Station,40.1174,-83.0674,RASPISHAKE
R4002,Raspberry Shake Citizen Science Station,8.9827,-79.5338,RASPISHAKE
R400D,Raspberry Shake Citizen Science Station,40.4273,-3.7283,RASPISHAKE
R404C,Raspberry Shake Citizen Science Station,42.3302,-71.4102,RASPISHAKE
R4051,Raspberry Shake Citizen Science Station,18.3123,-66.0809,RASPISHAKE
R408E,Raspberry Shake Citizen Science Station,42.2334,-83.7793,RASPISHAKE
R40AC,Raspberry Shake Citizen Science Station,-5.3238,151.0294,RASPISHAKE
R40AF,Raspberry Shake Citizen Science Station,58.5423,5.7377,RASPISHAKE
R40C1,Raspberry Shake Citizen Science Station,47.7427,-122.053,RASPISHAKE
R40E8,Raspberry Shake Citizen Science Station,37.6787,-120.9737,RASPISHAKE
R410F,Raspberry Shake Citizen Science Station,34.1286,-118.2356,RASPISHAKE
R411A,Raspberry Shake Citizen Science Station,-40.8842,174.9846,RASPISHAKE
R413C,Raspberry Shake Citizen Science Station,45.7603,3.1088,RASPISHAKE
R4141,Raspberry Shake Citizen Science Station,33.9945,-96.3935,RASPISHAKE
R416D,Raspberry Shake Citizen Science Station,43.3107,-0.3661,RASPISHAKE
R417B,Raspberry Shake Citizen Science Station,61.3012,-149.4965,RASPISHAKE
R4186,Raspberry Shake Citizen Science Station,48.1469,12.2996,RASPISHAKE
R41D6,Raspberry Shake Citizen Science Station,48.6083,7.8002,RASPISHAKE
R41DB,Raspberry Shake Citizen Science Station,22.9078,115.2408,RASPISHAKE
R41DF,Raspberry Shake Citizen Science Station,40.6859,-74.4396,RASPISHAKE
R4203,Raspberry Shake Citizen Science Station,46.0095,4.5634,RASPISHAKE
R4277,Raspberry Shake Citizen Science Station,-42.9146,147.6254,RASPISHAKE
R427E,Raspberry Shake Citizen Science Station,47.6012,7.3421,RASPISHAKE
R4285,Raspberry Shake Citizen Science Station,7.5207,4.5204,RASPISHAKE
R42BF,Raspberry Shake Citizen Science Station,64.1154,-21.8846,RASPISHAKE
R42F3,Raspberry Shake Citizen Science Station,45.1841,5.7208,RASPISHAKE
R433E,Raspberry Shake Citizen Science Station,25.0398,121.6137,RASPISHAKE
R4355,Raspberry Shake Citizen Science Station,37.0774,128.346,RASPISHAKE
R435A,Raspberry Shake Citizen Science Station,8.7824,-82.639,RASPISHAKE
R435B,Raspberry Shake Citizen Science Station,38.9066,-77.275,RASPISHAKE
R438F,Raspberry Shake Citizen Science Station,58.0781,7.8081,RASPISHAKE
R43A3,Raspberry Shake Citizen Science Station,27.9775,83.1218,RASPISHAKE
R43CD,Raspberry Shake Citizen Science Station,41.1066,69.1627,RASPISHAKE
R43DD,Raspberry Shake Citizen Science Station,8.9446,-82.1972,RASPISHAKE
R43E7,Raspberry Shake Citizen Science Station,48.437,-123.3898,RASPISHAKE
R440A,Raspberry Shake Citizen Science Station,51.4501,-2.5483,RASPISHAKE
R441F,Raspberry Shake Citizen Science Station,34.0978,-118.3159,RASPISHAKE
R4455,Raspberry Shake Citizen Science Station,43.1165,12.3875,RASPISHAKE
R4457,Raspberry Shake Citizen Science Station,71.9868,78.019,RASPISHAKE
R4458,Raspberry Shake Citizen Science Station,36.8015,127.1224,RASPISHAKE
R4459,Raspberry Shake Citizen Science Station,37.7622,-122.4423,RASPISHAKE
R4468,Raspberry Shake Citizen Science Station,41.3794,-83.6399,RASPISHAKE
R4484,Raspberry Shake Citizen Science Station,55.6253,11.8373,RASPISHAKE
R448A,Raspberry Shake Citizen Science Station,58.9748,5.7204,RASPISHAKE
R4491,Raspberry Shake Citizen Science Station,18.9034,-98.7217,RASPISHAKE
R4495,Raspberry Shake Citizen Science Station,34.8623,-95.5291,RASPISHAKE
R44A7,Raspberry Shake Citizen Science Station,-7.6241,110.468,RASPISHAKE
R44B3,Raspberry Shake Citizen Science Station,47.6724,-122.3615,RASPISHAKE
R44BB,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
R44C3,Raspberry Shake Citizen Science Station,-36.5711,174.6917,RASPISHAKE
R44CB,Raspberry Shake Citizen Science Station,44.3482,26.028,RASPISHAKE
R44D3,Raspberry Shake Citizen Science Station,35.9612,-78.5351,RASPISHAKE
R44D6,Raspberry Shake Citizen Science Station,58.8425,5.7375,RASPISHAKE
R44DC,Raspberry Shake Citizen Science Station,58.8832,5.6773,RASPISHAKE
R44F5,Raspberry Shake Citizen Science Station,52.3349,12.984,RASPISHAKE
R4506,Raspberry Shake Citizen Science Station,51.7544,-0.4532,RASPISHAKE
R4519,Raspberry Shake Citizen Science Station,58.7058,22.525,RASPISHAKE
R4521,Raspberry Shake Citizen Science Station,5.058,-75.5046,RASPISHAKE
R453F,Raspberry Shake Citizen Science Station,52.9889,-0.7496,RASPISHAKE
R454A,Raspberry Shake Citizen Science Station,8.7822,-82.6385,RASPISHAKE
R4578,Raspberry Shake Citizen Science Station,44.0736,-103.2061,RASPISHAKE
R457D,Raspberry Shake Citizen Science Station,19.2839,-103.7225,RASPISHAKE
R4587,Raspberry Shake Citizen Science Station,19.4245,-99.1678,RASPISHAKE
R459C,Raspberry Shake Citizen Science Station,52.8794,-1.079,RASPISHAKE
R45A8,Raspberry Shake Citizen Science Station,38.0004,23.9332,RASPISHAKE
R45B4,Raspberry Shake Citizen Science Station,21.0842,-104.4398,RASPISHAKE
R45CC,Raspberry Shake Citizen Science Station,48.6032,7.7418,RASPISHAKE
R45D7,Raspberry Shake Citizen Science Station,38.8921,-77.1276,RASPISHAKE
R45E1,Raspberry Shake Citizen Science Station,35.9663,-97.2179,RASPISHAKE
R45F1,Raspberry Shake Citizen Science Station,8.7824,-82.6394,RASPISHAKE
R45FA,Raspberry Shake Citizen Science Station,38.156,-85.8632,RASPISHAKE
R4601,Raspberry Shake Citizen Science Station,44.4376,26.1575,RASPISHAKE
R461D,Raspberry Shake Citizen Science Station,48.7001,7.7854,RASPISHAKE
R4639,Raspberry Shake Citizen Science Station,40.937,-74.1333,RASPISHAKE
R4644,Raspberry Shake Citizen Science Station,42.8748,0.0118,RASPISHAKE
R4649,Raspberry Shake Citizen Science Station,53.08,8.5718,RASPISHAKE
R4666,Raspberry Shake Citizen Science Station,42.4981,-88.2701,RASPISHAKE
R46C3,Raspberry Shake Citizen Science Station,-38.6895,176.0863,RASPISHAKE
R470D,Raspberry Shake Citizen Science Station,37.367,-122.002,RASPISHAKE
R4715,Raspberry Shake Citizen Science Station,14.263,120.9198,RASPISHAKE
R4738,Raspberry Shake Citizen Science Station,49.2449,-122.563,RASPISHAKE
R4750,Raspberry Shake Citizen Science Station,45.6655,14.2938,RASPISHAKE
R4753,Raspberry Shake Citizen Science Station,36.8699,-121.7335,RASPISHAKE
R475A,Raspberry Shake Citizen Science Station,51.4935,-3.2293,RASPISHAKE
R475C,Raspberry Shake Citizen Science Station,30.1716,-95.4985,RASPISHAKE
R4764,Raspberry Shake Citizen Science Station,34.3374,135.6027,RASPISHAKE
R4788,Raspberry Shake Citizen Science Station,-19.6143,29.9907,RASPISHAKE
R47AB,Raspberry Shake Citizen Science Station,38.8827,-77.2858,RASPISHAKE
R47B7,Raspberry Shake Citizen Science Station,51.659,6.7401,RASPISHAKE
R47BE,Raspberry Shake Citizen Science Station,54.2576,-0.3833,RASPISHAKE
R47D5,Raspberry Shake Citizen Science Station,36.343,-89.3093,RASPISHAKE
R47DC,Raspberry Shake Citizen Science Station,34.0438,-117.2672,RASPISHAKE
R47E5,Raspberry Shake Citizen Science Station,48.1468,12.2995,RASPISHAKE
R47E7,Raspberry Shake Citizen Science Station,25.0058,121.5226,RASPISHAKE
R47FB,Raspberry Shake Citizen Science Station,8.7824,-82.6394,RASPISHAKE
R4802,Raspberry Shake Citizen Science Station,18.443,-66.0106,RASPISHAKE
R480A,Raspberry Shake Citizen Science Station,50.2137,-5.3115,RASPISHAKE
R4810,Raspberry Shake Citizen Science Station,53.8118,10.0029,RASPISHAKE
R4839,Raspberry Shake Citizen Science Station,-33.8266,151.1998,RASPISHAKE
R483F,Raspberry Shake Citizen Science Station,-12.1309,-77.0024,RASPISHAKE
R4866,Raspberry Shake Citizen Science Station,37.3675,-122.0354,RASPISHAKE
R4885,Raspberry Shake Citizen Science Station,-13.5237,-71.9613,RASPISHAKE
R488C,Raspberry Shake Citizen Science Station,64.127,-21.903,RASPISHAKE
R489A,Raspberry Shake Citizen Science Station,46.7798,10.1693,RASPISHAKE
R48AC,Raspberry Shake Citizen Science Station,55.6217,37.4771,RASPISHAKE
R48B5,Raspberry Shake Citizen Science Station,48.4958,-123.3761,RASPISHAKE
R48C3,Raspberry Shake Citizen Science Station,40.7666,-73.992,RASPISHAKE
R48DF,Raspberry Shake Citizen Science Station,45.9412,13.0466,RASPISHAKE
R48E1,Raspberry Shake Citizen Science Station,42.5469,-71.3696,RASPISHAKE
R48E7,Raspberry Shake Citizen Science Station,42.4806,-83.1578,RASPISHAKE
R4903,Raspberry Shake Citizen Science Station,-35.3432,149.1604,RASPISHAKE
R4955,Raspberry Shake Citizen Science Station,42.8734,-72.0007,RASPISHAKE
R495D,Raspberry Shake Citizen Science Station,37.0376,27.4211,RASPISHAKE
R495F,Raspberry Shake Citizen Science Station,44.8901,1.495,RASPISHAKE
R4977,Raspberry Shake Citizen Science Station,47.7481,7.3302,RASPISHAKE
R4989,Raspberry Shake Citizen Science Station,44.8758,-68.6814,RASPISHAKE
R49A5,Raspberry Shake Citizen Science Station,51.3885,5.5692,RASPISHAKE
R49AE,Raspberry Shake Citizen Science Station,42.4157,-71.1266,RASPISHAKE
R49B6,Raspberry Shake Citizen Science Station,18.5624,-72.2963,RASPISHAKE
R49E3,Raspberry Shake Citizen Science Station,13.1425,-59.6347,RASPISHAKE
R49E6,Raspberry Shake Citizen Science Station,1.3465,103.6794,RASPISHAKE
R49F4,Raspberry Shake Citizen Science Station,37.2005,-121.8374,RASPISHAKE
R49FD,Raspberry Shake Citizen Science Station,52.9994,18.6673,RASPISHAKE
R4A07,Raspberry Shake Citizen Science Station,-25.6376,27.1238,RASPISHAKE
R4A0F,Raspberry Shake Citizen Science Station,47.6846,7.3845,RASPISHAKE
R4A19,Raspberry Shake Citizen Science Station,14.1064,-87.2095,RASPISHAKE
R4A29,Raspberry Shake Citizen Science Station,37.9867,-91.5444,RASPISHAKE
R4A37,Raspberry Shake Citizen Science Station,52.8789,-1.0777,RASPISHAKE
R4A43,Raspberry Shake Citizen Science Station,48.1829,11.576,RASPISHAKE
R4A5A,Raspberry Shake Citizen Science Station,20.6673,-105.2185,RASPISHAKE
R4A9F,Raspberry Shake Citizen Science Station,-0.8406,119.8942,RASPISHAKE
R4AB8,Raspberry Shake Citizen Science Station,39.2062,-84.5489,RASPISHAKE
R4ABD,Raspberry Shake Citizen Science Station,64.894,-147.7916,RASPISHAKE
R4ACA,Raspberry Shake Citizen Science Station,8.8185,-82.6237,RASPISHAKE
R4ADE,Raspberry Shake Citizen Science Station,-0.2135,-78.5106,RASPISHAKE
R4AF8,Raspberry Shake Citizen Science Station,40.6964,-73.9743,RASPISHAKE
R4B0F,Raspberry Shake Citizen Science Station,34.1522,-118.4424,RASPISHAKE
R4B13,Raspberry Shake Citizen Science Station,36.8774,-88.3057,RASPISHAKE
R4B18,Raspberry Shake Citizen Science Station,37.3427,-121.9793,RASPISHAKE
R4B1D,Raspberry Shake Citizen Science Station,-42.9241,147.2635,RASPISHAKE
R4B31,Raspberry Shake Citizen Science Station,41.4093,2.155,RASPISHAKE
R4B3C,Raspberry Shake Citizen Science Station,38.9274,-77.3516,RASPISHAKE
R4B41,Raspberry Shake Citizen Science Station,31.8579,-106.5449,RASPISHAKE
R4B4A,Raspberry Shake Citizen Science Station,48.6598,7.8236,RASPISHAKE
R4B63,Raspberry Shake Citizen Science Station,37.2901,-121.9561,RASPISHAKE
R4B80,Raspberry Shake Citizen Science Station,37.2734,-122.057,RASPISHAKE
R4B81,Raspberry Shake Citizen Science Station,34.6107,-120.0984,RASPISHAKE
R4B88,Raspberry Shake Citizen Science Station,48.7746,8.732,RASPISHAKE
R4B96,Raspberry Shake Citizen Science Station,14.0842,-87.1622,RASPISHAKE
R4BA9,Raspberry Shake Citizen Science Station,22.282,114.1924,RASPISHAKE
R4BB0,Raspberry Shake Citizen Science Station,8.7825,-82.6395,RASPISHAKE
R4BB4,Raspberry Shake Citizen Science Station,43.2209,-75.408,RASPISHAKE
R4BF9,Raspberry Shake Citizen Science Station,38.0954,-122.8601,RASPISHAKE
R4C1A,Raspberry Shake Citizen Science Station,33.896,-94.8261,RASPISHAKE
R4C5A,Raspberry Shake Citizen Science Station,8.7386,-82.4334,RASPISHAKE
R4C90,Raspberry Shake Citizen Science Station,40.6862,141.3647,RASPISHAKE
R4CA2,Raspberry Shake Citizen Science Station,39.1791,-76.8999,RASPISHAKE
R4CC7,Raspberry Shake Citizen Science Station,8.7823,-82.6393,RASPISHAKE
R4CD4,Raspberry Shake Citizen Science Station,46.9504,7.4244,RASPISHAKE
R4CE7,Raspberry Shake Citizen Science Station,33.7896,-118.3654,RASPISHAKE
R4CF0,Raspberry Shake Citizen Science Station,37.7071,-121.4227,RASPISHAKE
R4D07,Raspberry Shake Citizen Science Station,42,2,RASPISHAKE
R4D20,Raspberry Shake Citizen Science Station,-41.5464,173.8864,RASPISHAKE
R4D65,Raspberry Shake Citizen Science Station,49.2201,-122.9569,RASPISHAKE
R4DA5,Raspberry Shake Citizen Science Station,47.9041,1.8941,RASPISHAKE
R4DB9,Raspberry Shake Citizen Science Station,18.0242,-66.8475,RASPISHAKE
R4DBF,Raspberry Shake Citizen Science Station,40.5446,-105.085,RASPISHAKE
R4DE1,Raspberry Shake Citizen Science Station,30.2498,-97.8957,RASPISHAKE
R4DE2,Raspberry Shake Citizen Science Station,-34.8883,-56.2602,RASPISHAKE
R4DE3,Raspberry Shake Citizen Science Station,18.4409,-66.0596,RASPISHAKE
R4DF7,Raspberry Shake Citizen Science Station,46.51,6.63,RASPISHAKE
